Date,SKU,Vintage,Item Name,List Price,Quantity On Hand,Allocation
10/11/2024 1:59 PM,900070,1980,"Sterling ""Reserve"" Napa Valley Cabernet Sauvignon",$49.99,Sold Out,
10/11/2024 1:59 PM,1713726,2012,"Joseph Phelps ""Backus"" Oakville Cabernet Sauvignon (scuffed, nicked label)",$219.99,1,
10/11/2024 1:59 PM,1575833,2016,Skipstone Oliver's Blend,$109.99,2,
10/11/2024 1:59 PM,1571907,2018,"Joseph Phelps ""Backus Vineyard"" Oakville Cabernet Sauvignon",$249.99,1,
10/11/2024 1:59 PM,1786077,2013,Promontory Napa Valley Bordeaux Blend (nicked label),$699.99,1,
10/11/2024 1:59 PM,1781990,2009,"Tenuta di Trinoro ""Le Cupole"" Toscana",$39.99,Sold Out,
10/11/2024 1:59 PM,1170683,2005,"Roûmieu-Lacoste, Sauternes ""Cuvée Léon"" (375ml)",$39.99,1,
10/11/2024 1:59 PM,1787560,2012,"Roûmieu-Lacoste, Sauternes (375ml)",$29.99,1,
10/11/2024 1:59 PM,1477744,2017,"Ovid ""Hexameter"" Napa Valley Bordeaux Blend",$259.99,1,
10/11/2024 1:59 PM,901953,1990,"Robert Mondavi ""Reserve"" Napa Valley Cabernet Sauvignon (375ml)",$69.99,Sold Out,
10/11/2024 1:59 PM,1785756,1976,Carl Jos. Hoch Dalsheimer Burg Rodenstein Beerenauslese #14 (375ml),$69.99,1,
10/11/2024 1:59 PM,1785759,1994,Domaine Louis Latour Corton-Charlemagne Grand Cru (375ml),$59.99,Sold Out,
10/11/2024 1:59 PM,1125927,2000,"Rauzan-Gassies, Margaux (375ml)",$49.99,Sold Out,
10/11/2024 1:59 PM,1781995,1987,"Penfolds ""Bin 389"" Cabernet-Shiraz South Australia",$49.99,Sold Out,
10/11/2024 1:59 PM,1781991,1978,"Talbot, St-Julien (375ml)",$49.99,1,
10/11/2024 1:59 PM,1125228,2010,"Passopisciaro ""Passopisciaro"" Sicily",$49.99,Sold Out,
10/11/2024 1:59 PM,1080671,1983,"La Lagune, Haut-Médoc",$89.99,1,
10/11/2024 1:59 PM,1141010,1982,"Yon Figeac, St-Emilion",$89.99,1,
10/11/2024 1:59 PM,945087,1991,"Ridge Vineyards ""Geyserville"" Sonoma County Red Blend",$89.99,1,
10/11/2024 1:59 PM,1786076,2016,Promontory Napa Valley Bordeaux Blend (nicked label),$899.99,1,
10/11/2024 1:59 PM,1550022,2013,"Joseph Phelps ""Backus"" Oakville Cabernet Sauvignon (torn label)",$239.99,Sold Out,
10/11/2024 1:59 PM,110435,1996,"Cantemerle, Haut-Médoc",$79.99,Sold Out,
10/11/2024 1:59 PM,1785757,1995,"Domaine Comte Armand Pommard 1er Cru ""Clos des  Epeneaux"" (375ml)",$74.99,Sold Out,
10/11/2024 1:59 PM,1023382,1990,"Kalin Cellars ""Cuvée DD"" Sonoma County Pinot Noir",$99.99,Sold Out,
10/11/2024 1:59 PM,1785758,1985,"Domaine Louis Jadot Beaune 1er Cru ""Clos des Ursules""",$99.99,Sold Out,
10/11/2024 1:59 PM,1095946,2006,"Pauillac de Latour, Pauillac",$99.99,1,
